single_city_column_1,single_city_column_2,single_city_column_3,single_city_column_4,single_city_column_5,single_city_column_6,single_city_column_7,single_city_column_8,single_city_column_9,single_city_column_10
0.1915,0.15507,0.149,0.14152,0.13218,0.13498,0.093414,0.093414,0.078001,0.077067
0.15507,0.149,0.14152,0.13218,0.13498,0.093414,0.093414,0.078001,0.077067,0.054647
0.149,0.14152,0.13218,0.13498,0.093414,0.093414,0.078001,0.077067,0.054647,0.063055
0.14152,0.13218,0.13498,0.093414,0.093414,0.078001,0.077067,0.054647,0.063055,0.054647
0.13218,0.13498,0.093414,0.093414,0.078001,0.077067,0.054647,0.063055,0.054647,0.035497
0.13498,0.093414,0.093414,0.078001,0.077067,0.054647,0.063055,0.054647,0.035497,0.03036
0.093414,0.093414,0.078001,0.077067,0.054647,0.063055,0.054647,0.035497,0.03036,0.033162
0.093414,0.078001,0.077067,0.054647,0.063055,0.054647,0.035497,0.03036,0.033162,0.032228
0.078001,0.077067,0.054647,0.063055,0.054647,0.035497,0.03036,0.033162,0.032228,0.021485
0.077067,0.054647,0.063055,0.054647,0.035497,0.03036,0.033162,0.032228,0.021485,0.020084
0.054647,0.063055,0.054647,0.035497,0.03036,0.033162,0.032228,0.021485,0.020084,0.025222
0.063055,0.054647,0.035497,0.03036,0.033162,0.032228,0.021485,0.020084,0.025222,0.035497
0.054647,0.035497,0.03036,0.033162,0.032228,0.021485,0.020084,0.025222,0.035497,0.032695
0.035497,0.03036,0.033162,0.032228,0.021485,0.020084,0.025222,0.035497,0.032695,0.038767
0.03036,0.033162,0.032228,0.021485,0.020084,0.025222,0.035497,0.032695,0.038767,0.050911
0.033162,0.032228,0.021485,0.020084,0.025222,0.035497,0.032695,0.038767,0.050911,0.04951
0.032228,0.021485,0.020084,0.025222,0.035497,0.032695,0.038767,0.050911,0.04951,0.079402
0.021485,0.020084,0.025222,0.035497,0.032695,0.038767,0.050911,0.04951,0.079402,0.096684
0.020084,0.025222,0.035497,0.032695,0.038767,0.050911,0.04951,0.079402,0.096684,0.10322
0.025222,0.035497,0.032695,0.038767,0.050911,0.04951,0.079402,0.096684,0.10322,0.13965
0.035497,0.032695,0.038767,0.050911,0.04951,0.079402,0.096684,0.10322,0.13965,0.21485
0.032695,0.038767,0.050911,0.04951,0.079402,0.096684,0.10322,0.13965,0.21485,0.27744
0.038767,0.050911,0.04951,0.079402,0.096684,0.10322,0.13965,0.21485,0.27744,0.3134
0.050911,0.04951,0.079402,0.096684,0.10322,0.13965,0.21485,0.27744,0.3134,0.39654
0.04951,0.079402,0.096684,0.10322,0.13965,0.21485,0.27744,0.3134,0.39654,0.42036
0.079402,0.096684,0.10322,0.13965,0.21485,0.27744,0.3134,0.39654,0.42036,0.44045
0.096684,0.10322,0.13965,0.21485,0.27744,0.3134,0.39654,0.42036,0.44045,0.40215
0.10322,0.13965,0.21485,0.27744,0.3134,0.39654,0.42036,0.44045,0.40215,0.39374
0.13965,0.21485,0.27744,0.3134,0.39654,0.42036,0.44045,0.40215,0.39374,0.36338
0.21485,0.27744,0.3134,0.39654,0.42036,0.44045,0.40215,0.39374,0.36338,0.36525
0.27744,0.3134,0.39654,0.42036,0.44045,0.40215,0.39374,0.36338,0.36525,0.38487
0.3134,0.39654,0.42036,0.44045,0.40215,0.39374,0.36338,0.36525,0.38487,0.35638
0.39654,0.42036,0.44045,0.40215,0.39374,0.36338,0.36525,0.38487,0.35638,0.38954
0.42036,0.44045,0.40215,0.39374,0.36338,0.36525,0.38487,0.35638,0.38954,0.38487
0.44045,0.40215,0.39374,0.36338,0.36525,0.38487,0.35638,0.38954,0.38487,0.34937
0.40215,0.39374,0.36338,0.36525,0.38487,0.35638,0.38954,0.38487,0.34937,0.33816
0.39374,0.36338,0.36525,0.38487,0.35638,0.38954,0.38487,0.34937,0.33816,0.32135
0.36338,0.36525,0.38487,0.35638,0.38954,0.38487,0.34937,0.33816,0.32135,0.39468
0.36525,0.38487,0.35638,0.38954,0.38487,0.34937,0.33816,0.32135,0.39468,0.38954
0.38487,0.35638,0.38954,0.38487,0.34937,0.33816,0.32135,0.39468,0.38954,0.36665
0.35638,0.38954,0.38487,0.34937,0.33816,0.32135,0.39468,0.38954,0.36665,0.40682
0.38954,0.38487,0.34937,0.33816,0.32135,0.39468,0.38954,0.36665,0.40682,0.383
0.38487,0.34937,0.33816,0.32135,0.39468,0.38954,0.36665,0.40682,0.383,0.34143
0.34937,0.33816,0.32135,0.39468,0.38954,0.36665,0.40682,0.383,0.34143,0.35918
0.33816,0.32135,0.39468,0.38954,0.36665,0.40682,0.383,0.34143,0.35918,0.33396
0.32135,0.39468,0.38954,0.36665,0.40682,0.383,0.34143,0.35918,0.33396,0.28912
0.39468,0.38954,0.36665,0.40682,0.383,0.34143,0.35918,0.33396,0.28912,0.31527
0.38954,0.36665,0.40682,0.383,0.34143,0.35918,0.33396,0.28912,0.31527,0.31761
0.36665,0.40682,0.383,0.34143,0.35918,0.33396,0.28912,0.31527,0.31761,0.37646
0.40682,0.383,0.34143,0.35918,0.33396,0.28912,0.31527,0.31761,0.37646,0.32882
0.383,0.34143,0.35918,0.33396,0.28912,0.31527,0.31761,0.37646,0.32882,0.27931
0.34143,0.35918,0.33396,0.28912,0.31527,0.31761,0.37646,0.32882,0.27931,0.32321
0.35918,0.33396,0.28912,0.31527,0.31761,0.37646,0.32882,0.27931,0.32321,0.32321
0.33396,0.28912,0.31527,0.31761,0.37646,0.32882,0.27931,0.32321,0.32321,0.33022
0.28912,0.31527,0.31761,0.37646,0.32882,0.27931,0.32321,0.32321,0.33022,0.32135
0.31527,0.31761,0.37646,0.32882,0.27931,0.32321,0.32321,0.33022,0.32135,0.3064
0.31761,0.37646,0.32882,0.27931,0.32321,0.32321,0.33022,0.32135,0.3064,0.32415
0.37646,0.32882,0.27931,0.32321,0.32321,0.33022,0.32135,0.3064,0.32415,0.32882
0.32882,0.27931,0.32321,0.32321,0.33022,0.32135,0.3064,0.32415,0.32882,0.28538
0.27931,0.32321,0.32321,0.33022,0.32135,0.3064,0.32415,0.32882,0.28538,0.29893
0.32321,0.32321,0.33022,0.32135,0.3064,0.32415,0.32882,0.28538,0.29893,0.32228
0.32321,0.33022,0.32135,0.3064,0.32415,0.32882,0.28538,0.29893,0.32228,0.31854
0.33022,0.32135,0.3064,0.32415,0.32882,0.28538,0.29893,0.32228,0.31854,0.31854
0.32135,0.3064,0.32415,0.32882,0.28538,0.29893,0.32228,0.31854,0.31854,0.31761
0.3064,0.32415,0.32882,0.28538,0.29893,0.32228,0.31854,0.31854,0.31761,0.34143
0.32415,0.32882,0.28538,0.29893,0.32228,0.31854,0.31854,0.31761,0.34143,0.29799
0.32882,0.28538,0.29893,0.32228,0.31854,0.31854,0.31761,0.34143,0.29799,0.32835
0.28538,0.29893,0.32228,0.31854,0.31854,0.31761,0.34143,0.29799,0.32835,0.36011
0.29893,0.32228,0.31854,0.31854,0.31761,0.34143,0.29799,0.32835,0.36011,0.36058
0.32228,0.31854,0.31854,0.31761,0.34143,0.29799,0.32835,0.36011,0.36058,0.35077
0.31854,0.31854,0.31761,0.34143,0.29799,0.32835,0.36011,0.36058,0.35077,0.33723
0.31854,0.31761,0.34143,0.29799,0.32835,0.36011,0.36058,0.35077,0.33723,0.36712
0.31761,0.34143,0.29799,0.32835,0.36011,0.36058,0.35077,0.33723,0.36712,0.35217
0.34143,0.29799,0.32835,0.36011,0.36058,0.35077,0.33723,0.36712,0.35217,0.37132
0.29799,0.32835,0.36011,0.36058,0.35077,0.33723,0.36712,0.35217,0.37132,0.30313
0.32835,0.36011,0.36058,0.35077,0.33723,0.36712,0.35217,0.37132,0.30313,0.29145
0.36011,0.36058,0.35077,0.33723,0.36712,0.35217,0.37132,0.30313,0.29145,0.28258
0.36058,0.35077,0.33723,0.36712,0.35217,0.37132,0.30313,0.29145,0.28258,0.27184
0.35077,0.33723,0.36712,0.35217,0.37132,0.30313,0.29145,0.28258,0.27184,0.24615
0.33723,0.36712,0.35217,0.37132,0.30313,0.29145,0.28258,0.27184,0.24615,0.20504
0.36712,0.35217,0.37132,0.30313,0.29145,0.28258,0.27184,0.24615,0.20504,0.20458
0.35217,0.37132,0.30313,0.29145,0.28258,0.27184,0.24615,0.20504,0.20458,0.22419
0.37132,0.30313,0.29145,0.28258,0.27184,0.24615,0.20504,0.20458,0.22419,0.15834
0.30313,0.29145,0.28258,0.27184,0.24615,0.20504,0.20458,0.22419,0.15834,0.1915
0.29145,0.28258,0.27184,0.24615,0.20504,0.20458,0.22419,0.15834,0.1915,0.19617
0.28258,0.27184,0.24615,0.20504,0.20458,0.22419,0.15834,0.1915,0.19617,0.15227
0.27184,0.24615,0.20504,0.20458,0.22419,0.15834,0.1915,0.19617,0.15227,0.14479
0.24615,0.20504,0.20458,0.22419,0.15834,0.1915,0.19617,0.15227,0.14479,0.16207
0.20504,0.20458,0.22419,0.15834,0.1915,0.19617,0.15227,0.14479,0.16207,0.18262
0.20458,0.22419,0.15834,0.1915,0.19617,0.15227,0.14479,0.16207,0.18262,0.13498
0.22419,0.15834,0.1915,0.19617,0.15227,0.14479,0.16207,0.18262,0.13498,0.1957
0.15834,0.1915,0.19617,0.15227,0.14479,0.16207,0.18262,0.13498,0.1957,0.17749
0.1915,0.19617,0.15227,0.14479,0.16207,0.18262,0.13498,0.1957,0.17749,0.17795
0.19617,0.15227,0.14479,0.16207,0.18262,0.13498,0.1957,0.17749,0.17795,0.10836
0.15227,0.14479,0.16207,0.18262,0.13498,0.1957,0.17749,0.17795,0.10836,0.071929
0.14479,0.16207,0.18262,0.13498,0.1957,0.17749,0.17795,0.10836,0.071929,0.083606
0.16207,0.18262,0.13498,0.1957,0.17749,0.17795,0.10836,0.071929,0.083606,0.061653
0.18262,0.13498,0.1957,0.17749,0.17795,0.10836,0.071929,0.083606,0.061653,0.054647
0.13498,0.1957,0.17749,0.17795,0.10836,0.071929,0.083606,0.061653,0.054647,0.059785
0.1957,0.17749,0.17795,0.10836,0.071929,0.083606,0.061653,0.054647,0.059785,0.052312
0.17749,0.17795,0.10836,0.071929,0.083606,0.061653,0.054647,0.059785,0.052312,0.0383
0.17795,0.10836,0.071929,0.083606,0.061653,0.054647,0.059785,0.052312,0.0383,0.028958
0.10836,0.071929,0.083606,0.061653,0.054647,0.059785,0.052312,0.0383,0.028958,0.025222
0.071929,0.083606,0.061653,0.054647,0.059785,0.052312,0.0383,0.028958,0.025222,0.033162
0.083606,0.061653,0.054647,0.059785,0.052312,0.0383,0.028958,0.025222,0.033162,0.034096
0.061653,0.054647,0.059785,0.052312,0.0383,0.028958,0.025222,0.033162,0.034096,0.034096
0.054647,0.059785,0.052312,0.0383,0.028958,0.025222,0.033162,0.034096,0.034096,0.029426
0.059785,0.052312,0.0383,0.028958,0.025222,0.033162,0.034096,0.034096,0.029426,0.034096
0.052312,0.0383,0.028958,0.025222,0.033162,0.034096,0.034096,0.029426,0.034096,0.042504
0.0383,0.028958,0.025222,0.033162,0.034096,0.034096,0.029426,0.034096,0.042504,0.043438
0.028958,0.025222,0.033162,0.034096,0.034096,0.029426,0.034096,0.042504,0.043438,0.045773
0.025222,0.033162,0.034096,0.034096,0.029426,0.034096,0.042504,0.043438,0.045773,0.060719
0.033162,0.034096,0.034096,0.029426,0.034096,0.042504,0.043438,0.045773,0.060719,0.070528
0.034096,0.034096,0.029426,0.034096,0.042504,0.043438,0.045773,0.060719,0.070528,0.099019
0.034096,0.029426,0.034096,0.042504,0.043438,0.045773,0.060719,0.070528,0.099019,0.10229
0.029426,0.034096,0.042504,0.043438,0.045773,0.060719,0.070528,0.099019,0.10229,0.14339
0.034096,0.042504,0.043438,0.045773,0.060719,0.070528,0.099019,0.10229,0.14339,0.21859
0.042504,0.043438,0.045773,0.060719,0.070528,0.099019,0.10229,0.14339,0.21859,0.24848
0.043438,0.045773,0.060719,0.070528,0.099019,0.10229,0.14339,0.21859,0.24848,0.27043
0.045773,0.060719,0.070528,0.099019,0.10229,0.14339,0.21859,0.24848,0.27043,0.37412
0.060719,0.070528,0.099019,0.10229,0.14339,0.21859,0.24848,0.27043,0.37412,0.44278
0.070528,0.099019,0.10229,0.14339,0.21859,0.24848,0.27043,0.37412,0.44278,0.43905
0.099019,0.10229,0.14339,0.21859,0.24848,0.27043,0.37412,0.44278,0.43905,0.41242
0.10229,0.14339,0.21859,0.24848,0.27043,0.37412,0.44278,0.43905,0.41242,0.40402
0.14339,0.21859,0.24848,0.27043,0.37412,0.44278,0.43905,0.41242,0.40402,0.36618
0.21859,0.24848,0.27043,0.37412,0.44278,0.43905,0.41242,0.40402,0.36618,0.37039
0.24848,0.27043,0.37412,0.44278,0.43905,0.41242,0.40402,0.36618,0.37039,0.39841
0.27043,0.37412,0.44278,0.43905,0.41242,0.40402,0.36618,0.37039,0.39841,0.37132
0.37412,0.44278,0.43905,0.41242,0.40402,0.36618,0.37039,0.39841,0.37132,0.36759
0.44278,0.43905,0.41242,0.40402,0.36618,0.37039,0.39841,0.37132,0.36759,0.37412
0.43905,0.41242,0.40402,0.36618,0.37039,0.39841,0.37132,0.36759,0.37412,0.35357
0.41242,0.40402,0.36618,0.37039,0.39841,0.37132,0.36759,0.37412,0.35357,0.39608
0.40402,0.36618,0.37039,0.39841,0.37132,0.36759,0.37412,0.35357,0.39608,0.40168
0.36618,0.37039,0.39841,0.37132,0.36759,0.37412,0.35357,0.39608,0.40168,0.40822
0.37039,0.39841,0.37132,0.36759,0.37412,0.35357,0.39608,0.40168,0.40822,0.38393
0.39841,0.37132,0.36759,0.37412,0.35357,0.39608,0.40168,0.40822,0.38393,0.39748
0.37132,0.36759,0.37412,0.35357,0.39608,0.40168,0.40822,0.38393,0.39748,0.39047
0.36759,0.37412,0.35357,0.39608,0.40168,0.40822,0.38393,0.39748,0.39047,0.3886
0.37412,0.35357,0.39608,0.40168,0.40822,0.38393,0.39748,0.39047,0.3886,0.37926
0.35357,0.39608,0.40168,0.40822,0.38393,0.39748,0.39047,0.3886,0.37926,0.35497
0.39608,0.40168,0.40822,0.38393,0.39748,0.39047,0.3886,0.37926,0.35497,0.32788
0.40168,0.40822,0.38393,0.39748,0.39047,0.3886,0.37926,0.35497,0.32788,0.37039
0.40822,0.38393,0.39748,0.39047,0.3886,0.37926,0.35497,0.32788,0.37039,0.32975
0.38393,0.39748,0.39047,0.3886,0.37926,0.35497,0.32788,0.37039,0.32975,0.33396
0.39748,0.39047,0.3886,0.37926,0.35497,0.32788,0.37039,0.32975,0.33396,0.33629
0.39047,0.3886,0.37926,0.35497,0.32788,0.37039,0.32975,0.33396,0.33629,0.37506
0.3886,0.37926,0.35497,0.32788,0.37039,0.32975,0.33396,0.33629,0.37506,0.33536
0.37926,0.35497,0.32788,0.37039,0.32975,0.33396,0.33629,0.37506,0.33536,0.34096
0.35497,0.32788,0.37039,0.32975,0.33396,0.33629,0.37506,0.33536,0.34096,0.33769
0.32788,0.37039,0.32975,0.33396,0.33629,0.37506,0.33536,0.34096,0.33769,0.29612
0.37039,0.32975,0.33396,0.33629,0.37506,0.33536,0.34096,0.33769,0.29612,0.32415
0.32975,0.33396,0.33629,0.37506,0.33536,0.34096,0.33769,0.29612,0.32415,0.3475
0.33396,0.33629,0.37506,0.33536,0.34096,0.33769,0.29612,0.32415,0.3475,0.37085
0.33629,0.37506,0.33536,0.34096,0.33769,0.29612,0.32415,0.3475,0.37085,0.35731
0.37506,0.33536,0.34096,0.33769,0.29612,0.32415,0.3475,0.37085,0.35731,0.32602
0.33536,0.34096,0.33769,0.29612,0.32415,0.3475,0.37085,0.35731,0.32602,0.30453
0.34096,0.33769,0.29612,0.32415,0.3475,0.37085,0.35731,0.32602,0.30453,0.37459
0.33769,0.29612,0.32415,0.3475,0.37085,0.35731,0.32602,0.30453,0.37459,0.36478
0.29612,0.32415,0.3475,0.37085,0.35731,0.32602,0.30453,0.37459,0.36478,0.34096
0.32415,0.3475,0.37085,0.35731,0.32602,0.30453,0.37459,0.36478,0.34096,0.3886
0.3475,0.37085,0.35731,0.32602,0.30453,0.37459,0.36478,0.34096,0.3886,0.3489
0.37085,0.35731,0.32602,0.30453,0.37459,0.36478,0.34096,0.3886,0.3489,0.3489
0.35731,0.32602,0.30453,0.37459,0.36478,0.34096,0.3886,0.3489,0.3489,0.33956
0.32602,0.30453,0.37459,0.36478,0.34096,0.3886,0.3489,0.3489,0.33956,0.37179
0.30453,0.37459,0.36478,0.34096,0.3886,0.3489,0.3489,0.33956,0.37179,0.40215
0.37459,0.36478,0.34096,0.3886,0.3489,0.3489,0.33956,0.37179,0.40215,0.383
0.36478,0.34096,0.3886,0.3489,0.3489,0.33956,0.37179,0.40215,0.383,0.36945
0.34096,0.3886,0.3489,0.3489,0.33956,0.37179,0.40215,0.383,0.36945,0.35824
0.3886,0.3489,0.3489,0.33956,0.37179,0.40215,0.383,0.36945,0.35824,0.37319
0.3489,0.3489,0.33956,0.37179,0.40215,0.383,0.36945,0.35824,0.37319,0.35731
0.3489,0.33956,0.37179,0.40215,0.383,0.36945,0.35824,0.37319,0.35731,0.34657
0.33956,0.37179,0.40215,0.383,0.36945,0.35824,0.37319,0.35731,0.34657,0.35731
0.37179,0.40215,0.383,0.36945,0.35824,0.37319,0.35731,0.34657,0.35731,0.32228
0.40215,0.383,0.36945,0.35824,0.37319,0.35731,0.34657,0.35731,0.32228,0.32415
0.383,0.36945,0.35824,0.37319,0.35731,0.34657,0.35731,0.32228,0.32415,0.31854
0.36945,0.35824,0.37319,0.35731,0.34657,0.35731,0.32228,0.32415,0.31854,0.30827
0.35824,0.37319,0.35731,0.34657,0.35731,0.32228,0.32415,0.31854,0.30827,0.28164
0.37319,0.35731,0.34657,0.35731,0.32228,0.32415,0.31854,0.30827,0.28164,0.2737
0.35731,0.34657,0.35731,0.32228,0.32415,0.31854,0.30827,0.28164,0.2737,0.25082
0.34657,0.35731,0.32228,0.32415,0.31854,0.30827,0.28164,0.2737,0.25082,0.24848
0.35731,0.32228,0.32415,0.31854,0.30827,0.28164,0.2737,0.25082,0.24848,0.23073
0.32228,0.32415,0.31854,0.30827,0.28164,0.2737,0.25082,0.24848,0.23073,0.21392
0.32415,0.31854,0.30827,0.28164,0.2737,0.25082,0.24848,0.23073,0.21392,0.23307
0.31854,0.30827,0.28164,0.2737,0.25082,0.24848,0.23073,0.21392,0.23307,0.21439
0.30827,0.28164,0.2737,0.25082,0.24848,0.23073,0.21392,0.23307,0.21439,0.227
0.28164,0.2737,0.25082,0.24848,0.23073,0.21392,0.23307,0.21439,0.227,0.20691
0.2737,0.25082,0.24848,0.23073,0.21392,0.23307,0.21439,0.227,0.20691,0.18543
0.25082,0.24848,0.23073,0.21392,0.23307,0.21439,0.227,0.20691,0.18543,0.23027
0.24848,0.23073,0.21392,0.23307,0.21439,0.227,0.20691,0.18543,0.23027,0.19103
0.23073,0.21392,0.23307,0.21439,0.227,0.20691,0.18543,0.23027,0.19103,0.17001
0.21392,0.23307,0.21439,0.227,0.20691,0.18543,0.23027,0.19103,0.17001,0.13825
0.23307,0.21439,0.227,0.20691,0.18543,0.23027,0.19103,0.17001,0.13825,0.13919
0.21439,0.227,0.20691,0.18543,0.23027,0.19103,0.17001,0.13825,0.13919,0.11537
0.227,0.20691,0.18543,0.23027,0.19103,0.17001,0.13825,0.13919,0.11537,0.10135
0.20691,0.18543,0.23027,0.19103,0.17001,0.13825,0.13919,0.11537,0.10135,0.048575
0.18543,0.23027,0.19103,0.17001,0.13825,0.13919,0.11537,0.10135,0.048575,0.051378
0.23027,0.19103,0.17001,0.13825,0.13919,0.11537,0.10135,0.048575,0.051378,0.035497
0.19103,0.17001,0.13825,0.13919,0.11537,0.10135,0.048575,0.051378,0.035497,0.035497
0.17001,0.13825,0.13919,0.11537,0.10135,0.048575,0.051378,0.035497,0.035497,0.023821
0.13825,0.13919,0.11537,0.10135,0.048575,0.051378,0.035497,0.035497,0.023821,0.03036
0.13919,0.11537,0.10135,0.048575,0.051378,0.035497,0.035497,0.023821,0.03036,0.022419
0.11537,0.10135,0.048575,0.051378,0.035497,0.035497,0.023821,0.03036,0.022419,0.028024
0.10135,0.048575,0.051378,0.035497,0.035497,0.023821,0.03036,0.022419,0.028024,0.014479
0.048575,0.051378,0.035497,0.035497,0.023821,0.03036,0.022419,0.028024,0.014479,0.026156
0.051378,0.035497,0.035497,0.023821,0.03036,0.022419,0.028024,0.014479,0.026156,0.032695
0.035497,0.035497,0.023821,0.03036,0.022419,0.028024,0.014479,0.026156,0.032695,0.040168
0.035497,0.023821,0.03036,0.022419,0.028024,0.014479,0.026156,0.032695,0.040168,0.03503
0.023821,0.03036,0.022419,0.028024,0.014479,0.026156,0.032695,0.040168,0.03503,0.048108
0.03036,0.022419,0.028024,0.014479,0.026156,0.032695,0.040168,0.03503,0.048108,0.077534
0.022419,0.028024,0.014479,0.026156,0.032695,0.040168,0.03503,0.048108,0.077534,0.069127
0.028024,0.014479,0.026156,0.032695,0.040168,0.03503,0.048108,0.077534,0.069127,0.1205
0.014479,0.026156,0.032695,0.040168,0.03503,0.048108,0.077534,0.069127,0.1205,0.16067
0.026156,0.032695,0.040168,0.03503,0.048108,0.077534,0.069127,0.1205,0.16067,0.22606
0.032695,0.040168,0.03503,0.048108,0.077534,0.069127,0.1205,0.16067,0.22606,0.25829
0.040168,0.03503,0.048108,0.077534,0.069127,0.1205,0.16067,0.22606,0.25829,0.28211
0.03503,0.048108,0.077534,0.069127,0.1205,0.16067,0.22606,0.25829,0.28211,0.39794
0.048108,0.077534,0.069127,0.1205,0.16067,0.22606,0.25829,0.28211,0.39794,0.45726
0.077534,0.069127,0.1205,0.16067,0.22606,0.25829,0.28211,0.39794,0.45726,0.43438
0.069127,0.1205,0.16067,0.22606,0.25829,0.28211,0.39794,0.45726,0.43438,0.42971
0.1205,0.16067,0.22606,0.25829,0.28211,0.39794,0.45726,0.43438,0.42971,0.37646
0.16067,0.22606,0.25829,0.28211,0.39794,0.45726,0.43438,0.42971,0.37646,0.37926
0.22606,0.25829,0.28211,0.39794,0.45726,0.43438,0.42971,0.37646,0.37926,0.27464
0.25829,0.28211,0.39794,0.45726,0.43438,0.42971,0.37646,0.37926,0.27464,0.31107
0.28211,0.39794,0.45726,0.43438,0.42971,0.37646,0.37926,0.27464,0.31107,0.36432
0.39794,0.45726,0.43438,0.42971,0.37646,0.37926,0.27464,0.31107,0.36432,0.36899
0.45726,0.43438,0.42971,0.37646,0.37926,0.27464,0.31107,0.36432,0.36899,0.40542
0.43438,0.42971,0.37646,0.37926,0.27464,0.31107,0.36432,0.36899,0.40542,0.3517
0.42971,0.37646,0.37926,0.27464,0.31107,0.36432,0.36899,0.40542,0.3517,0.34844
0.37646,0.37926,0.27464,0.31107,0.36432,0.36899,0.40542,0.3517,0.34844,0.37926
0.37926,0.27464,0.31107,0.36432,0.36899,0.40542,0.3517,0.34844,0.37926,0.39374
0.27464,0.31107,0.36432,0.36899,0.40542,0.3517,0.34844,0.37926,0.39374,0.40402
0.31107,0.36432,0.36899,0.40542,0.3517,0.34844,0.37926,0.39374,0.40402,0.37366
0.36432,0.36899,0.40542,0.3517,0.34844,0.37926,0.39374,0.40402,0.37366,0.37412
0.36899,0.40542,0.3517,0.34844,0.37926,0.39374,0.40402,0.37366,0.37412,0.3872
0.40542,0.3517,0.34844,0.37926,0.39374,0.40402,0.37366,0.37412,0.3872,0.36712
0.3517,0.34844,0.37926,0.39374,0.40402,0.37366,0.37412,0.3872,0.36712,0.33302
0.34844,0.37926,0.39374,0.40402,0.37366,0.37412,0.3872,0.36712,0.33302,0.3489
0.37926,0.39374,0.40402,0.37366,0.37412,0.3872,0.36712,0.33302,0.3489,0.31621
0.39374,0.40402,0.37366,0.37412,0.3872,0.36712,0.33302,0.3489,0.31621,0.31154
0.40402,0.37366,0.37412,0.3872,0.36712,0.33302,0.3489,0.31621,0.31154,0.31994
0.37366,0.37412,0.3872,0.36712,0.33302,0.3489,0.31621,0.31154,0.31994,0.32321
0.37412,0.3872,0.36712,0.33302,0.3489,0.31621,0.31154,0.31994,0.32321,0.3433
0.3872,0.36712,0.33302,0.3489,0.31621,0.31154,0.31994,0.32321,0.3433,0.33816
0.36712,0.33302,0.3489,0.31621,0.31154,0.31994,0.32321,0.3433,0.33816,0.32181
0.33302,0.3489,0.31621,0.31154,0.31994,0.32321,0.3433,0.33816,0.32181,0.32975
0.3489,0.31621,0.31154,0.31994,0.32321,0.3433,0.33816,0.32181,0.32975,0.29939
0.31621,0.31154,0.31994,0.32321,0.3433,0.33816,0.32181,0.32975,0.29939,0.32135
0.31154,0.31994,0.32321,0.3433,0.33816,0.32181,0.32975,0.29939,0.32135,0.31621
0.31994,0.32321,0.3433,0.33816,0.32181,0.32975,0.29939,0.32135,0.31621,0.32648
0.32321,0.3433,0.33816,0.32181,0.32975,0.29939,0.32135,0.31621,0.32648,0.32088
0.3433,0.33816,0.32181,0.32975,0.29939,0.32135,0.31621,0.32648,0.32088,0.3022
0.33816,0.32181,0.32975,0.29939,0.32135,0.31621,0.32648,0.32088,0.3022,0.33209
0.32181,0.32975,0.29939,0.32135,0.31621,0.32648,0.32088,0.3022,0.33209,0.32555
0.32975,0.29939,0.32135,0.31621,0.32648,0.32088,0.3022,0.33209,0.32555,0.29426
0.29939,0.32135,0.31621,0.32648,0.32088,0.3022,0.33209,0.32555,0.29426,0.31621
0.32135,0.31621,0.32648,0.32088,0.3022,0.33209,0.32555,0.29426,0.31621,0.31247
0.31621,0.32648,0.32088,0.3022,0.33209,0.32555,0.29426,0.31621,0.31247,0.30967
0.32648,0.32088,0.3022,0.33209,0.32555,0.29426,0.31621,0.31247,0.30967,0.33489
0.32088,0.3022,0.33209,0.32555,0.29426,0.31621,0.31247,0.30967,0.33489,0.3092
0.3022,0.33209,0.32555,0.29426,0.31621,0.31247,0.30967,0.33489,0.3092,0.35638
0.33209,0.32555,0.29426,0.31621,0.31247,0.30967,0.33489,0.3092,0.35638,0.37366
0.32555,0.29426,0.31621,0.31247,0.30967,0.33489,0.3092,0.35638,0.37366,0.37693
0.29426,0.31621,0.31247,0.30967,0.33489,0.3092,0.35638,0.37366,0.37693,0.33022
0.31621,0.31247,0.30967,0.33489,0.3092,0.35638,0.37366,0.37693,0.33022,0.36151
0.31247,0.30967,0.33489,0.3092,0.35638,0.37366,0.37693,0.33022,0.36151,0.31527
0.30967,0.33489,0.3092,0.35638,0.37366,0.37693,0.33022,0.36151,0.31527,0.32321
0.33489,0.3092,0.35638,0.37366,0.37693,0.33022,0.36151,0.31527,0.32321,0.32555
0.3092,0.35638,0.37366,0.37693,0.33022,0.36151,0.31527,0.32321,0.32555,0.30173
0.35638,0.37366,0.37693,0.33022,0.36151,0.31527,0.32321,0.32555,0.30173,0.27604
0.37366,0.37693,0.33022,0.36151,0.31527,0.32321,0.32555,0.30173,0.27604,0.26296
0.37693,0.33022,0.36151,0.31527,0.32321,0.32555,0.30173,0.27604,0.26296,0.24194
0.33022,0.36151,0.31527,0.32321,0.32555,0.30173,0.27604,0.26296,0.24194,0.2312
0.36151,0.31527,0.32321,0.32555,0.30173,0.27604,0.26296,0.24194,0.2312,0.22233
0.31527,0.32321,0.32555,0.30173,0.27604,0.26296,0.24194,0.2312,0.22233,0.19243
0.32321,0.32555,0.30173,0.27604,0.26296,0.24194,0.2312,0.22233,0.19243,0.16394
0.32555,0.30173,0.27604,0.26296,0.24194,0.2312,0.22233,0.19243,0.16394,0.17515
0.30173,0.27604,0.26296,0.24194,0.2312,0.22233,0.19243,0.16394,0.17515,0.16067
0.27604,0.26296,0.24194,0.2312,0.22233,0.19243,0.16394,0.17515,0.16067,0.17422
0.26296,0.24194,0.2312,0.22233,0.19243,0.16394,0.17515,0.16067,0.17422,0.14806
